Award_ID,Contract_Number,Award_Date,Fiscal_Year,VISN,Facility_Name,Contracting_Office,Vendor_Name,Vendor_UEI,Vendor_Size,Socioeconomic_Category,Category,NAICS_Code,NAICS_Description,PSC_Code,Contract_Type,Competition_Type,Set_Aside_Type,Number_of_Offers_Received,Award_Amount,Period_of_Performance_Start,Period_of_Performance_End,Period_of_Performance_Months
AWD-000083,36C124510W696,2021-12-20,2022,12,VISN 12 Medical Center North,SAO West,Liberty Systems,77W4ARXX28C8,Other Than Small Business,N/A,Medical Equipment,423450,Medical Equipment Merchant Wholesalers,6515,Firm Fixed Price,Set-Aside,Full and Open (No Set-Aside),1,242306.77,2022-01-09,2023-01-08,12
AWD-000084,36C068039D493,2020-07-25,2020,6,VISN 6 Medical Center North,Network Contracting Office (NCO) 15,Summit Technologies,YL9M6EXL8VLT,Small Business,HUBZone,Pharmaceuticals,325412,Pharmaceutical Preparation Manufacturing,6508,Firm Fixed Price,Set-Aside,HUBZone,4,451390.51,2020-08-16,2022-08-15,24
AWD-000085,36C015129N742,2021-10-07,2022,1,VISN 1 Medical Center North,Network Contracting Office (NCO) 12,Vertex Industries,EQE7YSVAR8GD,Small Business,SDVOSB,Medical/Clinical Services,621111,Offices of Physicians,Q301,Firm Fixed Price,Set-Aside,SDVOSB,7,562380.71,2021-10-09,2022-04-09,6
AWD-000086,36C022864L535,2025-04-18,2025,2,VISN 2 Medical Center North,Strategic Acquisition Center (SAC) - Frederick,Unity Associates,4GYWLWGJNTPR,Small Business,N/A,IT Services,541519,Other Computer Related Services,D316,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),3,2114284.92,2025-05-02,2027-05-01,24
AWD-000087,36C076029H250,2025-01-16,2025,7,VISN 7 Medical Center Main,Denver Acquisition and Logistics Center (DALC),Liberty Solutions,W6L5WU4U2VPK,Small Business,SDVOSB,Food Service,722320,Caterers,8940,Firm Fixed Price,Set-Aside,SDVOSB,4,84798.95,2025-01-26,2027-01-25,24
AWD-000088,36C178833E813,2021-12-12,2022,17,VISN 17 Medical Center South,SAO West,Horizon Inc.,AF88E44Q4NYS,Other Than Small Business,N/A,Pharmaceuticals,325412,Pharmaceutical Preparation Manufacturing,6508,Blanket Purchase Agreement (BPA),Set-Aside,Full and Open (No Set-Aside),2,561652.27,2021-12-30,2023-12-29,24
AWD-000089,36C123769M523,2025-07-22,2025,12,VISN 12 Medical Center Main,Network Contracting Office (NCO) 2,Keystone Enterprises,3XZZY9R7XZ8A,Other Than Small Business,N/A,Facilities Management,561720,Janitorial Services,S214,Firm Fixed Price,Sole Source,Full and Open (No Set-Aside),1,208313.12,2025-07-29,2026-07-28,12
AWD-000090,36C087549I578,2023-10-21,2024,8,VISN 8 Medical Center Main,Network Contracting Office (NCO) 12,Beacon Partners,UJ2T4HBKQ2NV,Small Business,SDVOSB,Professional Services,541990,All Other Professional/Scientific/Technical Services,R425,Firm Fixed Price,Set-Aside,SDVOSB,3,331963.33,2023-11-17,2024-11-15,12
AWD-000091,36C172596U407,2025-07-18,2025,17,VISN 17 Medical Center Main,Strategic Acquisition Center (SAC) - Frederick,Cornerstone LLC,D37PPTMZN5GT,Other Than Small Business,N/A,Security Services,561612,Security Guards and Patrol Services,S206,Time and Materials,Full and Open,Full and Open (No Set-Aside),4,46041.95,2025-08-05,2027-08-04,24
AWD-000092,36C013722Q158,2023-06-24,2023,1,VISN 1 Medical Center North,Network Contracting Office (NCO) 14,Meridian Technologies,MEJ9Z4T4Z45W,Small Business,VOSB,Medical/Clinical Services,622110,General Medical and Surgical Hospitals,Q301,Time and Materials,Set-Aside,VOSB,1,527992.6,2023-07-20,2028-07-17,60
AWD-000093,36C055311E465,2023-01-22,2023,5,VISN 5 Medical Center Main,Network Contracting Office (NCO) 16,Summit Enterprises,XUQ6T5FM72EK,Other Than Small Business,N/A,Facilities Management,561720,Janitorial Services,S201,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),6,628259.88,2023-01-23,2025-01-21,24
AWD-000094,36C021825R804,2021-06-17,2021,2,VISN 2 Medical Center Main,Network Contracting Office (NCO) 5,Cornerstone Inc.,FTY52VBJDZQC,Small Business,N/A,Professional Services,541611,Administrative Management Consulting,R408,Firm Fixed Price,Sole Source,Full and Open (No Set-Aside),1,138411.51,2021-06-26,2024-06-24,36
AWD-000095,36C039115L325,2020-07-20,2020,3,VISN 3 Medical Center North,Network Contracting Office (NCO) 11,Liberty Partners,YH26SMNG5Z3N,Small Business,N/A,Medical Equipment,423450,Medical Equipment Merchant Wholesalers,6520,Time and Materials,Full and Open,Full and Open (No Set-Aside),4,199762.79,2020-08-04,2021-08-03,12
AWD-000096,36C134020Z905,2024-09-18,2024,13,VISN 13 Medical Center South,Network Contracting Office (NCO) 10,Guardian Solutions,F3PVDBDRFMKE,Small Business,VOSB,Facilities Management,561210,Facilities Support Services,S201,Firm Fixed Price,Set-Aside,VOSB,10,310466.75,2024-09-19,2025-09-18,12
AWD-000097,36C104757U624,2024-07-14,2024,10,VISN 10 Medical Center North,Network Contracting Office (NCO) 2,Precision LLC,NTQXZY6EB8FL,Other Than Small Business,N/A,IT Services,541519,Other Computer Related Services,D302,IDIQ,Sole Source,Full and Open (No Set-Aside),1,1016122.45,2024-07-14,2026-07-13,24
AWD-000098,36C042265L147,2020-01-08,2020,4,VISN 4 Medical Center North,Network Contracting Office (NCO) 12,Anchor Industries,3Z86BVZEM49F,Other Than Small Business,N/A,Medical Equipment,339112,Surgical and Medical Instrument Mfg,6515,IDIQ,Full and Open,Full and Open (No Set-Aside),1,593599.6,2020-02-07,2021-02-05,12
AWD-000099,36C073726O665,2019-07-12,2019,7,VISN 7 Medical Center North,Network Contracting Office (NCO) 8,Anchor Technologies,D5PVGL7JSXZ8,Small Business,SDVOSB,Construction,237990,Other Heavy and Civil Engineering Construction,Z1AA,Firm Fixed Price,Set-Aside,SDVOSB,2,2784608.91,2019-07-18,2020-07-16,12
AWD-000100,36C174313Y230,2020-03-25,2020,17,VISN 17 Medical Center North,Network Contracting Office (NCO) 16,Vanguard Inc.,WN9CXGKJH6V3,Small Business,N/A,Medical Equipment,339112,Surgical and Medical Instrument Mfg,6515,Firm Fixed Price,Set-Aside,Full and Open (No Set-Aside),6,78318.64,2020-04-23,2022-04-22,24
AWD-000101,36C154362K269,2020-09-18,2020,15,VISN 15 Medical Center Main,Network Contracting Office (NCO) 7,Apex Group,9D8W9VLBVUG9,Other Than Small Business,N/A,Medical Equipment,339112,Surgical and Medical Instrument Mfg,6520,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),4,5421844.58,2020-10-09,2022-10-08,24
AWD-000102,36C042827B405,2026-01-14,2026,4,VISN 4 Medical Center North,Network Contracting Office (NCO) 7,Sterling Industries,2GJEZMTXGXBB,Other Than Small Business,N/A,Medical/Clinical Services,621399,Offices of Health Practitioners,Q301,IDIQ,Sole Source,Full and Open (No Set-Aside),1,1061571.5,2026-02-11,2027-02-10,12
AWD-000103,36C094084B761,2020-10-17,2021,9,VISN 9 Medical Center West,Network Contracting Office (NCO) 1,Unity Group,L8ZZXF2MTYVU,Small Business,N/A,IT Services,541512,Computer Systems Design Services,D316,Blanket Purchase Agreement (BPA),Sole Source,Full and Open (No Set-Aside),1,369854.6,2020-10-28,2021-10-27,12
AWD-000104,36C148573E905,2023-09-26,2023,14,VISN 14 Medical Center North,Network Contracting Office (NCO) 17,Precision Partners,5H9R5RGPTV3T,Other Than Small Business,N/A,Medical/Clinical Services,621399,Offices of Health Practitioners,Q401,IDIQ,Set-Aside,Full and Open (No Set-Aside),5,200039.3,2023-10-06,2025-10-04,24
AWD-000105,36C042584V929,2025-09-08,2025,4,VISN 4 Medical Center Main,SAO West,Pinnacle Group,DWCSRMC3D4ET,Small Business,N/A,Medical Equipment,339112,Surgical and Medical Instrument Mfg,6525,Time and Materials,Sole Source,Full and Open (No Set-Aside),1,833355.79,2025-09-16,2028-09-14,36
AWD-000106,36C162183K576,2019-09-18,2019,16,VISN 16 Medical Center South,Network Contracting Office (NCO) 10,Keystone Technologies,3FZ5KU88SR8F,Other Than Small Business,N/A,Medical/Clinical Services,622110,General Medical and Surgical Hospitals,Q401,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),3,572234.72,2019-10-02,2020-09-30,12
AWD-000107,36C095346D367,2023-04-26,2023,9,VISN 9 Medical Center North,SAO East,Sterling Partners,VCDS3PC8J4TT,Other Than Small Business,N/A,Security Services,561612,Security Guards and Patrol Services,S206,Firm Fixed Price,Set-Aside,Full and Open (No Set-Aside),6,300056.13,2023-04-27,2024-04-25,12
AWD-000108,36C078493W682,2023-04-13,2023,7,VISN 7 Medical Center North,Network Contracting Office (NCO) 1,Cornerstone Group,LVCM8YDMTH4D,Small Business,WOSB,IT Services,518210,"Data Processing, Hosting, and Related Services",D316,Labor Hour,Set-Aside,WOSB,4,2413870.49,2023-05-04,2025-05-02,24
AWD-000109,36C069756S416,2025-09-06,2025,6,VISN 6 Medical Center North,SAO East,Liberty Solutions,76JW82LTMC27,Other Than Small Business,N/A,Pharmaceuticals,446110,Pharmacies and Drug Stores,6508,Time and Materials,Full and Open,Full and Open (No Set-Aside),3,359036.54,2025-09-13,2026-09-12,12
AWD-000110,36C111975Q163,2024-04-01,2024,11,VISN 11 Medical Center Main,Network Contracting Office (NCO) 15,Cornerstone Consulting,JGJ22GQHFTLL,Other Than Small Business,N/A,Professional Services,541611,Administrative Management Consulting,R425,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),5,101365.83,2024-04-21,2029-04-19,60
AWD-000111,36C122945W413,2024-12-07,2025,12,VISN 12 Medical Center Main,SAO West,Apex Industries,THVTBUDXRBJN,Small Business,SDVOSB,Pharmaceuticals,325412,Pharmaceutical Preparation Manufacturing,6508,Blanket Purchase Agreement (BPA),Set-Aside,SDVOSB,4,256931.12,2024-12-30,2026-12-29,24
AWD-000112,36C018578P990,2021-10-26,2022,1,VISN 1 Medical Center North,National Acquisition Center (NAC),Frontier Solutions,E3YVMZFZY7UF,Small Business,N/A,Medical Equipment,423450,Medical Equipment Merchant Wholesalers,6525,Firm Fixed Price,Sole Source,Full and Open (No Set-Aside),1,1064383.29,2021-11-07,2023-11-06,24
AWD-000113,36C183936C558,2025-03-16,2025,18,VISN 18 Medical Center South,Network Contracting Office (NCO) 8,Guardian Enterprises,7RB3XBJ68ZTW,Small Business,SDVOSB,Pharmaceuticals,446110,Pharmacies and Drug Stores,6508,Labor Hour,Set-Aside,SDVOSB,4,780425.28,2025-04-15,2029-04-13,48
AWD-000114,36C145870T271,2019-02-17,2019,14,VISN 14 Medical Center South,Network Contracting Office (NCO) 10,Legacy Industries,X7F8A4TJJ642,Small Business,N/A,Professional Services,541990,All Other Professional/Scientific/Technical Services,R408,Firm Fixed Price,Set-Aside,Small Business,1,1212597.55,2019-03-15,2021-03-13,24
AWD-000115,36C163302U843,2020-04-14,2020,16,VISN 16 Medical Center Main,Network Contracting Office (NCO) 6,Keystone Consulting,PA8R7WNQ6SKL,Small Business,N/A,Pharmaceuticals,325412,Pharmaceutical Preparation Manufacturing,6508,Firm Fixed Price,Sole Source,Full and Open (No Set-Aside),1,562859.38,2020-05-08,2025-05-06,60
AWD-000116,36C165258S378,2025-01-08,2025,16,VISN 16 Medical Center North,Network Contracting Office (NCO) 16,Pinnacle Enterprises,59B6WQQYS43Q,Small Business,WOSB,Food Service,311423,Dried and Dehydrated Food Mfg,F002,Firm Fixed Price,Set-Aside,WOSB,3,23482.36,2025-01-22,2029-01-20,48
AWD-000117,36C074941H420,2021-12-28,2022,7,VISN 7 Medical Center North,SAO West,Legacy Technologies,3Q7TYMHFTGB3,Small Business,N/A,Medical Equipment,423450,Medical Equipment Merchant Wholesalers,6525,IDIQ,Full and Open,Full and Open (No Set-Aside),5,292627.51,2021-12-29,2022-12-28,12
AWD-000118,36C155938Q543,2026-03-10,2026,15,VISN 15 Medical Center North,Network Contracting Office (NCO) 4,Liberty LLC,V9GSVFY3GTCE,Small Business,N/A,Facilities Management,561720,Janitorial Services,S201,Firm Fixed Price,Limited Competition,Full and Open (No Set-Aside),2,205601.37,2026-03-21,2028-03-19,24
AWD-000119,36C062354Z800,2022-10-25,2023,6,VISN 6 Medical Center South,Network Contracting Office (NCO) 18,Horizon Consulting,HFJPJR5CQERE,Small Business,SDVOSB,Transportation,485991,Special Needs Transportation,V119,Blanket Purchase Agreement (BPA),Set-Aside,SDVOSB,2,399103.33,2022-11-08,2025-11-06,36
AWD-000120,36C091401N531,2020-04-01,2020,9,VISN 9 Medical Center Main,Network Contracting Office (NCO) 7,Keystone LLC,FSSKCBVMQ4KP,Other Than Small Business,N/A,Medical Equipment,339112,Surgical and Medical Instrument Mfg,6520,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),7,391641.07,2020-04-13,2025-04-11,60
AWD-000121,36C065798I272,2022-04-17,2022,6,VISN 6 Medical Center Main,Network Contracting Office (NCO) 10,Keystone Technologies,SQJZLNZBTTM7,Small Business,N/A,Medical/Clinical Services,622110,General Medical and Surgical Hospitals,Q401,Time and Materials,Sole Source,Full and Open (No Set-Aside),1,429791.12,2022-04-17,2024-04-15,24
AWD-000122,36C087030F126,2023-11-16,2024,8,VISN 8 Medical Center North,Network Contracting Office (NCO) 7,Beacon Associates,TWFEVERBW8E6,Other Than Small Business,N/A,Medical Equipment,423450,Medical Equipment Merchant Wholesalers,6515,Firm Fixed Price,Limited Competition,Full and Open (No Set-Aside),3,358631.12,2023-12-04,2024-06-03,6
AWD-000123,36C169824L271,2020-10-09,2021,16,VISN 16 Medical Center North,Network Contracting Office (NCO) 8,Frontier Consulting,GVKCVK3NZUFL,Other Than Small Business,N/A,Pharmaceuticals,446110,Pharmacies and Drug Stores,6508,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),4,5153968.21,2020-10-18,2022-10-17,24
AWD-000124,36C061753V142,2024-02-02,2024,6,VISN 6 Medical Center South,Network Contracting Office (NCO) 9,Apex Systems,LU5WV9K8YF4B,Other Than Small Business,N/A,IT Services,541519,Other Computer Related Services,D302,Cost Plus Fixed Fee,Full and Open,Full and Open (No Set-Aside),4,536243.94,2024-02-11,2026-02-09,24
AWD-000125,36C137160G317,2019-01-14,2019,13,VISN 13 Medical Center South,Strategic Acquisition Center (SAC) - Austin,Atlas Federal Services,CGK6JBWCE55K,Small Business,VOSB,Security Services,561612,Security Guards and Patrol Services,S206,Cost Plus Fixed Fee,Set-Aside,VOSB,4,103005.5,2019-01-15,2022-01-13,36
AWD-000126,36C019879K128,2021-12-14,2022,1,VISN 1 Medical Center Main,Network Contracting Office (NCO) 6,Meridian Associates,UFVCZHZMHWAF,Small Business,N/A,IT Services,541519,Other Computer Related Services,D307,IDIQ,Limited Competition,Full and Open (No Set-Aside),1,144408.0,2022-01-05,2024-01-04,24
AWD-000127,36C098100D923,2024-08-12,2024,9,VISN 9 Medical Center North,Network Contracting Office (NCO) 3,Liberty Enterprises,89F8ZHMRTFYX,Other Than Small Business,N/A,Pharmaceuticals,446110,Pharmacies and Drug Stores,6508,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),5,671723.11,2024-08-27,2027-08-26,36
AWD-000128,36C016576Q917,2021-01-01,2021,1,VISN 1 Medical Center Main,Technology Acquisition Center (TAC),Pinnacle LLC,8KT2TJXLZ6FE,Other Than Small Business,N/A,Professional Services,541611,Administrative Management Consulting,R408,IDIQ,Sole Source,Full and Open (No Set-Aside),1,278603.0,2021-01-23,2021-07-24,6
AWD-000129,36C033867U995,2024-09-10,2024,3,VISN 3 Medical Center South,Network Contracting Office (NCO) 16,Liberty Industries,XRUGQQ3W5VDM,Small Business,VOSB,Professional Services,541990,All Other Professional/Scientific/Technical Services,R408,Firm Fixed Price,Set-Aside,VOSB,7,56203.69,2024-10-02,2028-09-30,48
AWD-000130,36C091506D192,2020-03-11,2020,9,VISN 9 Medical Center Main,Network Contracting Office (NCO) 17,Vertex Industries,43GKQX8PXTM5,Small Business,N/A,Construction,236220,Commercial Building Construction,Z1AA,Firm Fixed Price,Set-Aside,Full and Open (No Set-Aside),1,6622835.08,2020-04-08,2023-04-07,36
AWD-000131,36C034818C629,2026-01-05,2026,3,VISN 3 Medical Center North,Network Contracting Office (NCO) 12,Pinnacle Solutions,38TPVRFTG3SR,Other Than Small Business,N/A,Medical/Clinical Services,621399,Offices of Health Practitioners,Q201,Firm Fixed Price,Sole Source,Full and Open (No Set-Aside),1,212943.65,2026-01-17,2028-01-16,24
AWD-000132,36C028237A833,2022-05-07,2022,2,VISN 2 Medical Center Main,Network Contracting Office (NCO) 13,Atlas Federal Services,MTGEU8Z4GGNY,Small Business,N/A,Facilities Management,561210,Facilities Support Services,S201,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),3,346482.12,2022-06-02,2022-12-01,6
AWD-000133,36C044122V608,2026-03-02,2026,4,VISN 4 Medical Center North,Network Contracting Office (NCO) 18,Apex Solutions,42423FJP6H8H,Other Than Small Business,N/A,Professional Services,541611,Administrative Management Consulting,R408,IDIQ,Full and Open,Full and Open (No Set-Aside),3,262414.81,2026-03-27,2027-03-26,12
AWD-000134,36C015840Q725,2024-09-10,2024,1,VISN 1 Medical Center Main,Network Contracting Office (NCO) 13,Beacon Solutions,XXSBJSSN2VMN,Other Than Small Business,N/A,IT Services,541512,Computer Systems Design Services,D316,IDIQ,Full and Open,Full and Open (No Set-Aside),1,639935.91,2024-10-08,2025-10-07,12
AWD-000135,36C058933W742,2025-10-30,2026,5,VISN 5 Medical Center North,Network Contracting Office (NCO) 1,Beacon Associates,BQB3EN6NDTM8,Other Than Small Business,N/A,Construction,236220,Commercial Building Construction,Y1AA,Time and Materials,Full and Open,Full and Open (No Set-Aside),5,446431.14,2025-11-16,2028-11-14,36
AWD-000136,36C037801K828,2021-03-25,2021,3,VISN 3 Medical Center South,Network Contracting Office (NCO) 1,Liberty Group,QQV4ZJXSC3GD,Small Business,N/A,Professional Services,541611,Administrative Management Consulting,R425,Firm Fixed Price,Limited Competition,Full and Open (No Set-Aside),6,92548.55,2021-04-12,2022-04-11,12
AWD-000137,36C082453S264,2020-09-18,2020,8,VISN 8 Medical Center North,SAO East,Meridian Consulting,4PW4Y9SWBHZX,Small Business,N/A,Food Service,311423,Dried and Dehydrated Food Mfg,F002,Firm Fixed Price,Set-Aside,Small Business,1,370181.2,2020-09-25,2021-03-26,6
AWD-000138,36C049706C383,2023-03-12,2023,4,VISN 4 Medical Center Main,Network Contracting Office (NCO) 1,Keystone Federal Services,23MZ9K4YRB2C,Small Business,8(a),Medical/Clinical Services,621399,Offices of Health Practitioners,Q201,Firm Fixed Price,Set-Aside,8(a),2,297027.6,2023-03-27,2026-03-25,36
AWD-000139,36C038982T975,2020-10-23,2021,3,VISN 3 Medical Center South,Network Contracting Office (NCO) 17,Liberty Industries,2FAMKB7SXYQG,Small Business,N/A,Facilities Management,561720,Janitorial Services,S201,Firm Fixed Price,Set-Aside,Full and Open (No Set-Aside),2,101820.06,2020-11-15,2022-11-14,24
AWD-000140,36C028136F387,2025-01-18,2025,2,VISN 2 Medical Center Main,Network Contracting Office (NCO) 12,Frontier Technologies,ZXEYHYNJ9RUV,Small Business,SDVOSB,Medical/Clinical Services,622110,General Medical and Surgical Hospitals,Q201,Blanket Purchase Agreement (BPA),Set-Aside,SDVOSB,2,158629.69,2025-02-13,2027-02-12,24
AWD-000141,36C183667H959,2024-12-12,2025,18,VISN 18 Medical Center South,Network Contracting Office (NCO) 1,Precision Associates,LU2QRELVWLB9,Small Business,VOSB,Facilities Management,561210,Facilities Support Services,S214,Firm Fixed Price,Set-Aside,VOSB,4,148904.34,2024-12-16,2026-12-15,24
AWD-000142,36C098996B108,2019-01-03,2019,9,VISN 9 Medical Center South,Network Contracting Office (NCO) 15,Sterling Consulting,HJ6SGVLSLXDJ,Other Than Small Business,N/A,IT Services,541512,Computer Systems Design Services,D302,Firm Fixed Price,Limited Competition,Full and Open (No Set-Aside),1,177199.51,2019-01-04,2022-01-02,36
