Record_ID,Fiscal_Year,VISN,Category,NAICS_Code,PSC_Code,Contract_Type,Set_Aside_Type,Competition_Type,Vendor_Size,Socioeconomic_Category,Estimated_Value,Number_of_Offers_Received,Incumbent_Present,Requirement_Complexity_Score,Contracting_Office_Open_Actions,Days_Since_Requirement_Posted,Prior_Year_Spend_Same_Requirement,Award_Amount,Days_to_Award,Small_Business_Award,Protest_Filed,On_Time_Award
MODEL-000140,2022,7,Professional Services,541611,R425,Firm Fixed Price,Full and Open (No Set-Aside),Limited Competition,Small Business,N/A,662074.02,5,No,7,31,85,0.0,759006.55,91,0,0,1
MODEL-000141,2026,16,Medical Equipment,339112,6520,Time and Materials,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,365238.14,6,Yes,3,34,50,297419.05,345130.01,101,0,1,0
MODEL-000142,2026,1,Medical Equipment,339112,6515,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,1883633.98,5,Yes,9,43,73,2154869.56,2286324.91,127,0,0,0
MODEL-000143,2025,6,IT Services,518210,D302,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,484929.84,7,Yes,6,53,51,407847.69,471806.02,80,1,0,1
MODEL-000144,2024,9,Facilities Management,561210,S214,Firm Fixed Price,HUBZone,Set-Aside,Small Business,HUBZone,136852.5,5,Yes,3,62,75,143629.87,154244.37,63,1,0,1
MODEL-000145,2025,7,Pharmaceuticals,446110,6508,IDIQ,8(a),Set-Aside,Small Business,8(a),1144089.03,3,Yes,8,37,29,907408.71,1164566.53,93,1,0,1
MODEL-000146,2026,2,Construction,236220,Y1AA,Blanket Purchase Agreement (BPA),8(a),Set-Aside,Small Business,8(a),4096703.57,5,No,7,34,80,0.0,3967450.65,104,1,0,1
MODEL-000147,2023,11,Pharmaceuticals,325412,6505,Time and Materials,Full and Open (No Set-Aside),Sole Source,Other Than Small Business,N/A,169932.41,1,Yes,2,58,35,152113.33,169654.79,49,0,0,1
MODEL-000148,2024,10,Construction,236220,Y1AA,Firm Fixed Price,VOSB,Set-Aside,Small Business,VOSB,1831971.16,3,No,6,42,48,0.0,1702234.02,77,1,0,1
MODEL-000149,2022,13,Construction,237990,Y1AA,Time and Materials,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,1405806.96,6,Yes,7,51,56,1232382.82,1643612.32,119,0,0,0
MODEL-000150,2025,12,Medical/Clinical Services,621399,Q301,Time and Materials,HUBZone,Set-Aside,Other Than Small Business,HUBZone,248070.49,6,Yes,3,74,63,313086.41,230261.6,46,1,0,1
MODEL-000151,2025,2,IT Services,541512,D316,Firm Fixed Price,WOSB,Set-Aside,Small Business,WOSB,194721.92,3,Yes,2,51,79,227675.67,196448.27,69,1,0,1
MODEL-000152,2024,14,Medical/Clinical Services,622110,Q201,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,270267.61,5,Yes,4,53,35,232218.07,253358.2,93,0,0,0
MODEL-000153,2024,4,Food Service,311423,8940,Time and Materials,8(a),Set-Aside,Small Business,8(a),108420.38,5,Yes,7,54,53,110978.06,100366.1,88,1,0,1
MODEL-000154,2026,6,Medical/Clinical Services,621111,Q201,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,256587.09,1,No,3,49,43,0.0,202116.66,67,1,0,1
MODEL-000155,2026,3,Security Services,561612,S206,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,1310628.6,2,Yes,7,29,21,1453678.8,1049700.01,106,0,0,1
MODEL-000156,2026,6,Medical Equipment,339112,6520,Time and Materials,Small Business,Set-Aside,Small Business,N/A,1203721.52,3,No,7,39,77,0.0,1493840.01,102,1,0,1
MODEL-000157,2024,17,Professional Services,541990,R408,Firm Fixed Price,VOSB,Set-Aside,Other Than Small Business,VOSB,56663.84,3,No,5,32,89,0.0,43575.08,59,1,0,1
MODEL-000158,2023,4,Construction,236220,Y1AA,IDIQ,8(a),Set-Aside,Small Business,8(a),719918.42,4,Yes,5,5,73,571694.52,501013.68,85,0,0,1
MODEL-000159,2022,10,Medical/Clinical Services,622110,Q201,IDIQ,WOSB,Set-Aside,Small Business,WOSB,114259.57,1,No,4,54,51,0.0,106427.7,69,1,0,1
MODEL-000160,2024,4,Facilities Management,561210,S214,IDIQ,Full and Open (No Set-Aside),Limited Competition,Other Than Small Business,N/A,1033984.45,4,Yes,4,36,58,817333.88,1362197.02,56,0,0,1
MODEL-000161,2026,2,Security Services,561612,S206,IDIQ,SDVOSB,Set-Aside,Small Business,SDVOSB,137038.03,2,Yes,5,65,73,140450.36,126691.68,73,1,0,1
MODEL-000162,2025,17,IT Services,541512,D302,Firm Fixed Price,SDVOSB,Set-Aside,Other Than Small Business,SDVOSB,987705.99,5,Yes,3,31,48,738370.57,1059300.5,54,1,0,1
MODEL-000163,2024,3,Medical/Clinical Services,622110,Q301,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,245557.58,5,Yes,4,58,50,216551.95,226268.8,69,1,0,1
MODEL-000164,2025,12,IT Services,518210,D302,IDIQ,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,262614.0,5,No,5,5,85,0.0,332806.35,108,1,0,0
MODEL-000165,2026,9,Medical/Clinical Services,621111,Q401,Cost Plus Fixed Fee,Small Business,Set-Aside,Small Business,N/A,556520.33,4,Yes,3,5,35,652650.22,568084.55,66,1,0,1
MODEL-000166,2023,8,Food Service,311423,F002,Firm Fixed Price,Full and Open (No Set-Aside),Sole Source,Other Than Small Business,N/A,54197.73,1,No,4,78,39,0.0,48796.13,75,0,0,1
MODEL-000167,2023,16,Professional Services,541990,R425,Labor Hour,SDVOSB,Set-Aside,Small Business,SDVOSB,97192.07,3,No,5,49,58,0.0,120983.49,90,1,0,1
MODEL-000168,2021,17,Pharmaceuticals,325412,6508,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,989076.01,4,No,6,48,84,0.0,1045277.06,100,0,0,1
MODEL-000169,2023,1,Medical/Clinical Services,621111,Q301,Cost Plus Fixed Fee,SDVOSB,Set-Aside,Small Business,SDVOSB,412004.32,8,Yes,4,38,54,293455.06,427000.8,92,1,0,0
MODEL-000170,2023,18,Construction,236220,Z1AA,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,548706.91,5,No,5,72,89,0.0,628329.47,107,0,0,0
MODEL-000171,2026,8,Construction,237990,Z1AA,Labor Hour,SDVOSB,Set-Aside,Other Than Small Business,SDVOSB,2201991.12,6,Yes,7,38,59,1600561.08,2639698.52,97,1,0,1
MODEL-000172,2026,17,Medical Equipment,423450,6520,Cost Plus Fixed Fee,SDVOSB,Set-Aside,Small Business,SDVOSB,305722.5,3,Yes,4,71,12,311530.46,313115.93,59,1,0,1
MODEL-000173,2024,5,Medical/Clinical Services,621399,Q201,Time and Materials,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,370196.37,4,Yes,6,44,42,311304.95,339443.64,100,1,0,1
MODEL-000174,2025,5,Food Service,722320,8940,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,2295162.14,6,No,8,24,97,0.0,1972444.07,133,1,0,0
MODEL-000175,2023,6,Medical/Clinical Services,621111,Q201,Firm Fixed Price,8(a),Set-Aside,Small Business,8(a),135898.85,3,Yes,6,66,55,169081.03,135301.67,87,1,0,1
MODEL-000176,2025,7,IT Services,518210,D316,Firm Fixed Price,Full and Open (No Set-Aside),Limited Competition,Small Business,N/A,1453884.33,2,Yes,4,39,66,1503780.39,1439168.65,60,1,0,1
MODEL-000177,2021,2,Construction,236220,Y1AA,Time and Materials,Full and Open (No Set-Aside),Limited Competition,Other Than Small Business,N/A,287211.83,6,No,4,27,64,0.0,287280.29,99,0,0,0
MODEL-000178,2026,13,Medical/Clinical Services,621111,Q301,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,237346.68,4,Yes,1,53,55,172349.77,195367.37,45,1,0,1
MODEL-000179,2021,3,Professional Services,541990,R408,IDIQ,HUBZone,Set-Aside,Small Business,HUBZone,908619.95,3,No,6,42,97,0.0,913973.14,108,1,0,0
MODEL-000180,2024,12,Facilities Management,561210,S214,Blanket Purchase Agreement (BPA),Full and Open (No Set-Aside),Sole Source,Small Business,N/A,173701.86,1,No,1,39,51,0.0,166271.91,59,0,1,1
MODEL-000181,2023,10,Medical/Clinical Services,621399,Q401,IDIQ,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,138767.44,2,No,2,44,45,0.0,134933.85,63,0,1,1
MODEL-000182,2025,6,Professional Services,541611,R408,Firm Fixed Price,8(a),Set-Aside,Small Business,8(a),370781.96,2,No,5,75,22,0.0,353640.15,75,1,0,1
MODEL-000183,2022,8,Medical/Clinical Services,621111,Q301,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,1071677.21,1,Yes,9,56,14,1018519.12,1099395.29,96,0,0,1
MODEL-000184,2022,14,Professional Services,541990,R425,Firm Fixed Price,8(a),Set-Aside,Small Business,8(a),620637.86,6,Yes,4,73,28,553387.25,790760.86,70,1,0,1
MODEL-000185,2022,9,Medical Equipment,423450,6515,Firm Fixed Price,HUBZone,Set-Aside,Small Business,HUBZone,152986.38,6,Yes,3,42,20,117551.46,159402.28,63,1,0,1
MODEL-000186,2023,18,Medical Equipment,339112,6515,IDIQ,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,970026.66,6,No,5,72,24,0.0,1039190.13,102,0,0,0
MODEL-000187,2024,16,IT Services,541519,D307,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,2024365.94,5,Yes,5,86,42,2524441.49,1568926.52,85,1,0,1
MODEL-000188,2025,13,IT Services,541512,D307,Firm Fixed Price,Full and Open (No Set-Aside),Sole Source,Small Business,N/A,2350571.88,1,No,5,58,55,0.0,2791817.88,92,0,0,1
MODEL-000189,2023,5,Professional Services,541990,R425,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,93824.38,4,No,4,26,97,0.0,95610.15,88,1,0,0
MODEL-000190,2023,15,Medical/Clinical Services,621111,Q401,Cost Plus Fixed Fee,8(a),Set-Aside,Small Business,8(a),4986973.08,4,No,4,5,94,0.0,5407420.5,117,1,0,0
MODEL-000191,2021,3,Facilities Management,561210,S214,Cost Plus Fixed Fee,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,262996.0,4,Yes,3,46,29,292062.76,237799.32,56,0,0,1
MODEL-000192,2025,4,Medical Equipment,339112,6525,IDIQ,HUBZone,Set-Aside,Small Business,HUBZone,622154.92,2,Yes,3,45,45,505106.83,615609.8,50,0,0,1
MODEL-000193,2021,8,Pharmaceuticals,325412,6508,IDIQ,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,1412451.25,5,Yes,6,38,98,1728598.23,1326629.62,100,0,0,1
MODEL-000194,2025,17,Medical Equipment,423450,6525,IDIQ,SDVOSB,Set-Aside,Small Business,SDVOSB,168234.44,1,Yes,6,37,30,207599.01,195749.44,66,1,0,1
MODEL-000195,2021,2,Medical/Clinical Services,622110,Q401,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,64653.74,2,Yes,6,24,84,50727.35,63194.25,83,1,0,1
MODEL-000196,2026,1,Facilities Management,561210,S201,IDIQ,WOSB,Set-Aside,Small Business,WOSB,286351.7,3,No,3,60,79,0.0,206336.68,52,1,0,1
MODEL-000197,2022,18,Professional Services,541990,R408,Cost Plus Fixed Fee,SDVOSB,Set-Aside,Small Business,SDVOSB,165568.24,3,Yes,6,43,38,166417.33,157480.25,57,1,0,1
MODEL-000198,2021,9,Medical/Clinical Services,622110,Q201,Time and Materials,SDVOSB,Set-Aside,Other Than Small Business,SDVOSB,1011986.78,2,No,7,45,33,0.0,1130003.35,91,1,0,1
MODEL-000199,2022,18,Medical/Clinical Services,621399,Q201,Firm Fixed Price,Full and Open (No Set-Aside),Limited Competition,Other Than Small Business,N/A,297468.68,6,Yes,2,23,58,267751.28,264080.57,45,0,0,1
MODEL-000200,2026,1,Professional Services,541611,R425,Blanket Purchase Agreement (BPA),Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,50284.12,3,Yes,4,22,52,64547.42,59353.17,82,0,0,1
MODEL-000201,2026,6,Medical/Clinical Services,622110,Q201,IDIQ,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,1558012.48,3,Yes,6,9,69,1480435.61,1702846.53,99,0,0,1
MODEL-000202,2022,14,Medical/Clinical Services,622110,Q201,Blanket Purchase Agreement (BPA),SDVOSB,Set-Aside,Small Business,SDVOSB,84267.37,2,No,6,48,56,0.0,73493.46,83,1,0,1
MODEL-000203,2025,11,Medical/Clinical Services,621399,Q201,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,64577.19,5,Yes,5,58,43,53689.59,60077.27,57,1,0,1
MODEL-000204,2021,8,IT Services,518210,D302,Firm Fixed Price,8(a),Set-Aside,Small Business,8(a),435791.52,10,No,6,71,100,0.0,507242.47,87,1,0,1
MODEL-000205,2021,2,Security Services,561612,S206,Firm Fixed Price,HUBZone,Set-Aside,Small Business,HUBZone,155027.52,2,No,6,61,105,0.0,174051.74,88,1,0,1
MODEL-000206,2025,15,Food Service,722320,F002,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,503927.97,4,Yes,7,31,59,446794.59,434494.87,97,1,0,1
MODEL-000207,2023,11,IT Services,518210,D307,Firm Fixed Price,8(a),Set-Aside,Small Business,8(a),265304.37,5,No,6,32,51,0.0,369948.71,79,1,0,1
MODEL-000208,2022,14,IT Services,541519,D307,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,614254.88,7,No,8,83,99,0.0,668919.49,100,1,0,1
MODEL-000209,2023,16,Medical Equipment,423450,6520,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,1048111.77,1,No,6,29,98,0.0,1228704.81,94,1,0,1
MODEL-000210,2024,13,Security Services,561612,S206,Time and Materials,SDVOSB,Set-Aside,Small Business,SDVOSB,120092.6,6,Yes,6,24,119,84138.32,144022.12,79,0,0,1
MODEL-000211,2026,14,Pharmaceuticals,446110,6508,Blanket Purchase Agreement (BPA),SDVOSB,Set-Aside,Small Business,SDVOSB,470207.7,1,Yes,5,24,85,545446.51,368612.18,69,1,0,1
MODEL-000212,2022,10,Medical/Clinical Services,621399,Q401,Cost Plus Fixed Fee,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,841047.24,5,Yes,3,36,34,764654.58,973626.48,69,0,0,1
MODEL-000213,2022,4,Medical Equipment,423450,6515,Firm Fixed Price,VOSB,Set-Aside,Small Business,VOSB,362781.78,5,No,5,45,66,0.0,408342.69,103,1,0,0
MODEL-000214,2023,9,Medical/Clinical Services,621111,Q301,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,85135.43,4,No,4,24,112,0.0,96142.75,82,1,0,1
MODEL-000215,2025,10,Pharmaceuticals,446110,6505,Firm Fixed Price,HUBZone,Set-Aside,Small Business,HUBZone,772918.98,6,Yes,6,32,68,752779.41,993787.15,68,1,1,1
MODEL-000216,2024,18,Medical/Clinical Services,622110,Q301,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,469142.46,7,Yes,3,58,24,569264.64,417164.08,79,0,0,0
MODEL-000217,2022,11,Security Services,561612,S206,IDIQ,HUBZone,Set-Aside,Small Business,HUBZone,228737.41,7,Yes,5,54,90,289734.55,227362.13,68,1,0,1
MODEL-000218,2022,6,Medical/Clinical Services,621399,Q201,Time and Materials,8(a),Set-Aside,Small Business,8(a),217341.79,6,No,3,20,78,0.0,191311.69,100,1,0,0
MODEL-000219,2021,6,Pharmaceuticals,325412,6508,Time and Materials,Small Business,Set-Aside,Small Business,N/A,294758.45,7,No,3,39,28,0.0,336315.83,83,1,0,0
MODEL-000220,2025,6,Facilities Management,561210,S201,IDIQ,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,173716.34,2,Yes,6,94,33,138917.58,181229.75,82,0,0,1
MODEL-000221,2024,5,Professional Services,541611,R425,Cost Plus Fixed Fee,SDVOSB,Set-Aside,Small Business,SDVOSB,587919.96,5,No,4,55,120,0.0,632964.87,85,1,0,1
MODEL-000222,2023,3,Medical/Clinical Services,622110,Q401,Time and Materials,SDVOSB,Set-Aside,Small Business,SDVOSB,670013.5,5,No,7,47,96,0.0,702854.58,108,1,0,1
MODEL-000223,2024,7,Construction,236220,Z1AA,Time and Materials,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,626554.16,1,Yes,5,47,65,548665.89,572129.58,66,0,1,1
MODEL-000224,2023,10,Medical/Clinical Services,621399,Q301,Blanket Purchase Agreement (BPA),Small Business,Set-Aside,Small Business,N/A,621848.52,7,Yes,1,55,51,529570.64,663101.41,44,1,1,1
MODEL-000225,2022,11,IT Services,518210,D302,Firm Fixed Price,WOSB,Set-Aside,Small Business,WOSB,641906.17,9,Yes,4,44,10,821199.7,665869.59,53,0,0,1
MODEL-000226,2026,3,Medical/Clinical Services,621399,Q201,Firm Fixed Price,VOSB,Set-Aside,Small Business,VOSB,479993.58,5,No,4,64,56,0.0,486465.07,61,1,0,1
MODEL-000227,2025,15,IT Services,541519,D316,Cost Plus Fixed Fee,WOSB,Set-Aside,Small Business,WOSB,373429.19,3,Yes,7,64,77,332788.43,362261.76,67,1,0,1
MODEL-000228,2025,14,Facilities Management,561210,S214,Cost Plus Fixed Fee,SDVOSB,Set-Aside,Small Business,SDVOSB,2087815.91,5,No,6,49,57,0.0,2357360.58,92,1,0,1
MODEL-000229,2025,3,Medical Equipment,339112,6520,Time and Materials,VOSB,Set-Aside,Small Business,VOSB,404104.41,3,Yes,5,71,28,295251.23,412968.49,80,0,0,1
MODEL-000230,2026,16,IT Services,541519,D316,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,606865.24,4,No,2,82,105,0.0,539233.89,72,1,0,0
MODEL-000231,2025,14,Security Services,561612,S206,Blanket Purchase Agreement (BPA),HUBZone,Set-Aside,Other Than Small Business,HUBZone,570638.04,6,No,3,48,81,0.0,704728.34,74,1,0,1
MODEL-000232,2025,9,IT Services,541519,D302,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,563545.74,9,Yes,5,41,115,432616.52,526166.26,74,1,0,1
MODEL-000233,2023,7,IT Services,518210,D316,IDIQ,Full and Open (No Set-Aside),Limited Competition,Other Than Small Business,N/A,1289101.19,5,No,8,63,47,0.0,1393215.95,120,0,0,0
MODEL-000234,2026,15,Medical Equipment,339112,6525,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,450891.39,6,Yes,4,48,34,449549.33,470995.16,90,0,0,0
MODEL-000235,2026,18,Medical/Clinical Services,622110,Q401,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,166840.43,3,Yes,4,45,65,200595.56,178788.67,75,1,0,1
MODEL-000236,2025,1,Facilities Management,561210,S201,IDIQ,SDVOSB,Set-Aside,Small Business,SDVOSB,126689.95,1,Yes,5,74,56,98106.82,126285.89,68,1,0,1
MODEL-000237,2024,16,Food Service,311423,8940,Firm Fixed Price,Full and Open (No Set-Aside),Limited Competition,Other Than Small Business,N/A,501237.9,2,Yes,3,50,70,552514.36,454415.21,34,0,0,1
MODEL-000238,2022,16,Facilities Management,561720,S201,Firm Fixed Price,8(a),Set-Aside,Small Business,8(a),479793.52,3,Yes,9,73,79,453333.42,485594.49,90,1,0,1
MODEL-000239,2024,17,Medical/Clinical Services,621111,Q201,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,490307.09,9,Yes,3,29,39,528202.11,434680.2,76,0,0,1
MODEL-000240,2022,4,Food Service,722320,8940,Time and Materials,WOSB,Set-Aside,Small Business,WOSB,735839.13,5,Yes,7,23,87,744111.72,749219.9,98,1,0,1
MODEL-000241,2021,3,Construction,236220,Y1AA,IDIQ,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,7084482.05,5,Yes,7,38,24,7119469.27,8377421.51,165,0,0,0
MODEL-000242,2025,5,IT Services,541512,D307,IDIQ,VOSB,Set-Aside,Small Business,VOSB,592755.02,6,Yes,5,50,45,714640.74,521976.06,88,1,0,1
MODEL-000243,2022,13,IT Services,541512,D316,Firm Fixed Price,Full and Open (No Set-Aside),Limited Competition,Other Than Small Business,N/A,510141.94,1,No,5,41,18,0.0,622416.06,91,0,0,1
MODEL-000244,2022,12,Pharmaceuticals,325412,6508,Firm Fixed Price,Full and Open (No Set-Aside),Limited Competition,Other Than Small Business,N/A,58702.82,6,No,6,38,45,0.0,61407.09,87,0,0,1
MODEL-000245,2026,17,Facilities Management,561720,S214,Firm Fixed Price,VOSB,Set-Aside,Small Business,VOSB,908939.19,3,Yes,3,25,77,910925.88,926169.2,26,1,0,1
MODEL-000246,2021,12,IT Services,518210,D302,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,814691.37,7,Yes,5,43,64,1024117.58,763518.02,110,1,0,0
MODEL-000247,2024,17,Medical Equipment,339112,6525,Time and Materials,SDVOSB,Set-Aside,Small Business,SDVOSB,151953.24,6,No,4,46,72,0.0,153247.27,55,0,0,1
MODEL-000248,2022,5,Transportation,492110,V231,Blanket Purchase Agreement (BPA),Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,330443.73,3,No,5,61,40,0.0,282873.91,109,0,0,0
MODEL-000249,2026,16,Medical/Clinical Services,621399,Q401,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,267254.66,5,Yes,2,44,26,242577.07,305701.74,57,1,0,1
MODEL-000250,2022,16,Facilities Management,561720,S214,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,487795.05,4,Yes,4,63,96,576783.11,468356.11,79,1,0,1
MODEL-000251,2025,18,Professional Services,541990,R425,Time and Materials,8(a),Set-Aside,Small Business,8(a),355650.99,6,No,3,40,104,0.0,372535.98,83,1,0,0
MODEL-000252,2025,1,IT Services,518210,D302,Time and Materials,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,410060.71,3,No,4,28,83,0.0,412687.44,109,0,0,0
MODEL-000253,2026,10,IT Services,518210,D307,Firm Fixed Price,Full and Open (No Set-Aside),Sole Source,Other Than Small Business,N/A,1808257.58,1,Yes,5,57,35,1986568.85,1855148.41,85,0,0,1
MODEL-000254,2024,7,IT Services,541519,D316,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,103962.88,2,No,6,31,73,0.0,94753.34,91,1,0,1
MODEL-000255,2024,13,Pharmaceuticals,446110,6508,Time and Materials,Small Business,Set-Aside,Small Business,N/A,1575657.82,6,No,6,46,94,0.0,1466212.96,91,1,0,1
MODEL-000256,2024,5,Medical Equipment,423450,6515,Time and Materials,SDVOSB,Set-Aside,Small Business,SDVOSB,2302177.39,4,No,7,53,44,0.0,2444061.1,106,1,0,1
MODEL-000257,2021,12,Medical/Clinical Services,621111,Q401,Cost Plus Fixed Fee,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,887213.86,6,No,3,35,43,0.0,768188.74,104,0,0,0
MODEL-000258,2023,1,Medical/Clinical Services,621399,Q201,IDIQ,SDVOSB,Set-Aside,Small Business,SDVOSB,155765.08,3,Yes,4,57,71,162225.57,128732.15,83,1,0,1
MODEL-000259,2023,12,IT Services,541512,D307,Time and Materials,HUBZone,Set-Aside,Small Business,HUBZone,304707.76,6,No,9,39,45,0.0,359595.77,109,1,0,1
MODEL-000260,2023,13,Food Service,311423,F002,IDIQ,Full and Open (No Set-Aside),Sole Source,Other Than Small Business,N/A,170045.99,1,No,5,27,88,0.0,149930.19,81,0,0,1
MODEL-000261,2022,18,Facilities Management,561720,S214,Labor Hour,Small Business,Set-Aside,Small Business,N/A,1133354.37,3,Yes,7,62,62,1374295.46,1154172.82,96,1,0,1
MODEL-000262,2026,1,Construction,237990,Z1AA,Blanket Purchase Agreement (BPA),8(a),Set-Aside,Small Business,8(a),278272.21,2,Yes,5,15,66,302264.58,325954.58,70,1,0,1
MODEL-000263,2023,4,Professional Services,541611,R425,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,115705.32,2,No,7,27,77,0.0,103847.79,91,1,0,1
MODEL-000264,2026,15,Professional Services,541611,R408,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,496739.4,2,No,6,58,98,0.0,507678.29,88,1,0,1
MODEL-000265,2024,9,Construction,236220,Y1AA,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,2320630.67,2,No,8,67,67,0.0,2278713.24,97,1,0,1
MODEL-000266,2022,9,Construction,237990,Z1AA,Firm Fixed Price,SDVOSB,Set-Aside,Other Than Small Business,SDVOSB,12121194.84,3,Yes,4,54,73,9631316.26,11066227.67,94,1,0,0
